11.6	0.0017234
11.6	0.0013313
11.599	-0.00014339
11.599	-0.00042438
11.598	0.0010879
11.598	0.00050739
11.597	-0.00072163
11.597	-0.00030869
11.597	0.0017776
11.596	-0.0010107
11.596	-0.0011942
11.595	0.00057744
11.595	7.7895e-005
11.595	-0.00032365
11.594	0.00062438
11.594	0.00075203
11.593	-0.0017621
11.593	-0.00040476
11.592	-6.4002e-005
11.592	0.00020239
11.592	0.00032859
11.591	0.00062896
11.591	-0.0013579
11.59	9.7582e-005
11.59	0.00028654
11.59	-0.0031375
11.589	0.00048054
11.589	0.00044956
11.588	-0.00079625
11.588	-0.00041554
11.587	0.0012594
11.587	-0.001225
11.587	0.00021501
11.586	0.0006805
11.586	-0.0004033
11.585	-0.00060176
11.585	-0.00046663
11.585	-0.00031894
11.584	0.0022162
11.584	0.00019609
11.583	-0.0010766
11.583	-0.00011842
11.582	0.00083654
11.582	0.00040172
11.582	0.00049319
11.581	-0.00079209
11.581	0.0016156
11.58	-0.0001523
11.58	0.0013411
11.58	0.0004631
11.579	-0.00060235
11.579	-0.0013773
11.578	0.00097346
11.578	-0.0003574
11.577	-0.00030085
11.577	-0.00078863
11.577	0.00041452
11.576	0.0006361
11.576	-0.00084907
11.575	-0.00051717
11.575	6.4648e-005
11.575	0.00045506
11.574	0.0027058
11.574	-0.0017655
11.573	-0.00079263
11.573	0.00026996
11.572	0.0016443
11.572	0.00050692
11.572	0.00090112
11.571	-0.00018368
11.571	-3.8784e-005
11.57	-0.00070081
11.57	0.00011489
11.57	-0.0012463
11.569	-0.0014106
11.569	-0.00012946
11.568	0.00016949
11.568	0.00039455
11.567	0.00084688
11.567	-0.0013565
11.567	-0.00078383
11.566	0.00049632
11.566	0.00079968
11.565	0.00030171
11.565	-0.0012658
11.565	-0.00059267
11.564	0.0006958
11.564	0.00079557
11.563	0.0019719
11.563	-0.0011224
11.562	2.2029e-005
11.562	-0.0013972
11.562	-0.00058577
11.561	0.00035518
11.561	0.00054145
11.56	-0.00019823
11.56	0.0014765
11.56	-0.0010071
11.559	-0.0010187
11.559	0.0014216
11.558	0.00026718
11.558	-0.0006777
11.557	-0.00059532
11.557	-0.00032842
11.557	-0.001497
11.556	-0.00052207
11.556	0.0011163
11.555	0.0013536
11.555	-0.0010122
11.555	7.1548e-006
11.554	-0.0012052
11.554	-7.96e-005
11.553	0.0028221
11.553	-7.0108e-006
11.552	0.0014614
11.552	-0.00056608
11.552	-4.3662e-005
11.551	0.00017791
11.551	0.00063815
11.55	-4.8566e-005
11.55	0.00042685
11.55	0.00032668
11.549	-0.00032216
11.549	0.0019329
11.548	-0.00073138
11.548	-0.0002716
11.547	-0.0010135
11.547	-0.00094598
11.547	0.0010709
11.546	-0.00016611
11.546	-0.00094841
11.545	0.0011538
11.545	-0.0020404
11.545	-0.0010719
11.544	0.0008566
11.544	-0.00044183
11.543	-0.0015429
11.543	0.001443
11.542	0.00021759
11.542	0.00011869
11.542	-0.0020185
11.541	0.0014835
11.541	0.00070997
11.54	0.00021981
11.54	0.00032865
11.54	-0.00019938
11.539	0.00074822
11.539	0.00020965
11.538	-7.379e-005
11.538	-4.6085e-005
11.537	-0.00091428
11.537	0.0013725
11.537	0.00047401
11.536	-0.0010262
11.536	1.0536e-005
11.535	-0.00045869
11.535	0.0015206
11.535	-0.0010231
11.534	0.0013991
11.534	-7.7086e-005
11.533	3.334e-005
11.533	-0.0012351
11.532	-0.00040205
11.532	0.0011661
11.532	0.00052632
11.531	0.00063216
11.531	-5.5413e-005
11.53	-0.00098063
